春来眼际	喜上眉梢
万马奔腾一马当先好马脱缰马	千军抖擞三军最勇神军解放军
位育本中和曰旦曰明至诚丕应	寅清浮上下亦临亦保敬德昭宣
我佛如来见一切众生皆大欢喜	弥陀慈父建极乐世界何等庄严
舞志士激雄心歌来红日千门晓	除邪氛张正气攀上碧桃四海春
西拜佛东拜神妇女烧香忙碌碌	着新衣戴新帽儿童拍手笑呵呵
昔日保卫祖国光荣传统放光芒	今朝发展经济创新意识结硕果
喜看南国花繁红透洞庭波映日	紧握楚天笔健才追潘岳气凌云
想当日家无隔夜粮苦嫦娥奔月	看今朝柜有陈年酿香玉帝思凡
小康有望老百姓全凭三个代表	大地回春新千年更看九州风云
修道修仙先须修身身为道之本	信佛学佛不可离心心是佛之源
旭临鳷鵲初升华祝腾欢连月窟	仗转蓬莱徐引宸居茂对洽春台
瑶光东指为春瑞启扶桑齐七政	黄道左旋而运颂胪戴斗供三阶
亿万龄锡羡延洪保定自天孔固	三千界重熙洊洽祥和与物同春
银蛇舞江城美千帆竞发辞旧岁	黄鹤飞楚地阔万物峥嵘迎新春
迎春接福笑逐颜开庆合家团聚	进喜添财神怡心旷看举国欢腾
玉阶晓拥珩璜天上庆云移宝扇	金阙遥趋剑佩春来瑞气满瑶池
招南北东西杰才绘我神州特色	集古今中外精粹写吾盛世新篇
振兴伟大中华道路驰骋千里马	迎接崭新世纪人民团结一条心
雉尾云移看玉烛光中星扶华盖	螭头香动听金铃声里风展春旗
重霄日月烛升恒景云祥开久照	八表山川徵乐寿昌期福集新韶
珠囊晷纬迓休徵福界垣昭太乙	玉烛年华彰瑞应昌辰化溥由庚
专业承包百业兴隆家家有存款	联产计酬五谷丰登户户有余粮
壮丽北京五星托五环申奥惊喜	少年中国三代启三步入世腾飞
八亿神州扬鞭催马闯入世金蛇腾飞	全国人民齐心协力干四化马到成功
登世贸天揽奥运星举目神州春色满	奋共青志扬民族气捧心代表画图新
风送银蛇虎啸龙吟河清海晏誉华夏	雪迎金马莺歌燕舞柳暗花明称神州
观音菩萨大慈大悲千处祈求千处应	千手如来随处化身苦海常作渡人舟
红梅傲雪云蒸霞蔚姹紫嫣红春生韵	绿柳经霜芝郁蕙馨兰薰桂馥露凝香
激浊扬清清则开朗朗朗乾坤昭盛世	脱贫致富富而思源源源雨露润苍生
巨龙凌空雄狮拜地爆竹声声辞旧岁	紫燕展翅绿柳吐丝梅花朵朵迎新春
劳苦园丁春风化雨今日遍栽桃李树	辛勤学子铁杵磨针他年都是栋梁材
立党为公执政为民盛世践行三代表	修身以德兴邦以法神州唱响两文明
灵蛇献智珠风云岁月却见一枝独秀	神马踏飞燕锦绣山河再看万木争荣
柳绿桃红山清水秀万里神州春不老	年丰物阜国泰民安千秋岁月乐无穷
龙贺岁凤还巢满眼春光处处新元景	鹊登枝梅吐蕊千秋大业时时锦上花
龙游东海马放南山龙马精神传万代	虎啸西冈牛耕北国虎牛威力震千秋
绿抹柳梢红燃花萼燕舞莺歌相比美	春临世界喜降人间龙腾虎跃竞争先
农村兴旺同庆丰收谷似金山棉似海	城市繁荣共迎新岁车如流水马如龙
普天开元壬日鼎香传癸铭铭记发达	大地回春午夜钟声报未来来年如意
勤廉并行作风转变民安国泰千秋福	法德齐治正气弘扬地久天长四海春
清风循法明月依章塑就民心春色丽	碧海迎新苍山辞旧铸成国鼎日光明
庆佳节女儿平安回故里盼事事如意	过新年父母健康在家中望天天开心
申奥成功入世成功频传捷报惊寰宇	迎难而上乘势而上再显雄风铸国魂
申奥功成入世关通一年好景蛇辞岁	兴邦业举富民旗展万里雄图马跃春
时也逢春法也逢春万里中华革旧貌	民尤思治党尤思治千秋盛世展新姿
世纪坛前火树银花百年奥运圆美梦	黄浦江畔欢歌笑语五彩唐装竞风流
岁月峥嵘应知花甲易屈指珍惜少壮	江山锦绣乐与赤子同存心服务人民
桃红柳绿燕舞莺歌爆竹烟花迎盛世	海晏河清年丰人寿凯歌曼舞庆新春
天马行空足踏祥云背驮贺仪来华夏	春光送暖风传喜讯花献征途映帅旗
为官应有根凭德凭才莫凭弄虚作假	秉政当无弊拒谗拒贿勿拒激浊扬清
伟略宏图扶世安邦大地生辉皆特色	和风丽日沧桑正道神州昌盛尽新颜
五羊献穗六合同春此处仙人常驻足	八骏驰原九州共庆当前盛世自开心
五业并举八方奋进到底人民政府好	四处祝捷万马奔腾还是社会主义强
西去阳关玉局宏开辉煌事业辉煌路	南观楚地鸿图铺展锦绣人文锦绣天
行空浮游揭奥运金蛇狂舞欢歌盛世	入世驰骋踏环球万马奔腾独领风骚
雪照梅红经冬娇娇娇娆枝柯吐新蕊	花映柳绿迎春郁郁郁馥蓓蕾露暗香
依法治国从严治党创优环境求发展	照章办事按质办差改善作风显效能
运筹帷幄纬地经天奔腾喜托嘶风马	装点河山争分夺秒起舞欣闻报晓鸡
执法秉公公生正气气贯长虹昭日月	爱民送暖暖似春风风行大地秀河山
执法树尊严定教浪子回头贪官罢手	为民谋利益喜有清风扑面明月澄怀
中原重笔青史改革潮头定九霄龙腾	华夏迭出俊才开放阵前当万里鹏飞
走近黑板手臂一挥忠诚从指尖流出	向着未来心劳不辍希望在爱里繁荣
祖国在心金杯在手张张笑脸迎新岁	春光入眼瑞气入杯处处欢歌颂小康
八亿神州扬鞭催马闯入世金蛇腾飞	全国人民齐心协力干四化马到成功
登世贸天揽奥运星举目神州春色满	奋共青志扬民族气捧心代表画图新
风送银蛇虎啸龙吟河清海晏誉华夏	雪迎金马莺歌燕舞柳暗花明称神州
观音菩萨大慈大悲千处祈求千处应	千手如来随处化身苦海常作渡人舟
红梅傲雪云蒸霞蔚姹紫嫣红春生韵	绿柳经霜芝郁蕙馨兰薰桂馥露凝香
激浊扬清清则开朗朗朗乾坤昭盛世	脱贫致富富而思源源源雨露润苍生
巨龙凌空雄狮拜地爆竹声声辞旧岁	紫燕展翅绿柳吐丝梅花朵朵迎新春
劳苦园丁春风化雨今日遍栽桃李树	辛勤学子铁杵磨针他年都是栋梁材
立党为公执政为民盛世践行三代表	修身以德兴邦以法神州唱响两文明
灵蛇献智珠风云岁月却见一枝独秀	神马踏飞燕锦绣山河再看万木争荣
柳绿桃红山清水秀万里神州春不老	年丰物阜国泰民安千秋岁月乐无穷
龙贺岁凤还巢满眼春光处处新元景	鹊登枝梅吐蕊千秋大业时时锦上花
龙游东海马放南山龙马精神传万代	虎啸西冈牛耕北国虎牛威力震千秋
绿抹柳梢红燃花萼燕舞莺歌相比美	春临世界喜降人间龙腾虎跃竞争先
农村兴旺同庆丰收谷似金山棉似海	城市繁荣共迎新岁车如流水马如龙
普天开元壬日鼎香传癸铭铭记发达	大地回春午夜钟声报未来来年如意
勤廉并行作风转变民安国泰千秋福	法德齐治正气弘扬地久天长四海春
清风循法明月依章塑就民心春色丽	碧海迎新苍山辞旧铸成国鼎日光明
庆佳节女儿平安回故里盼事事如意	过新年父母健康在家中望天天开心
申奥成功入世成功频传捷报惊寰宇	迎难而上乘势而上再显雄风铸国魂
申奥功成入世关通一年好景蛇辞岁	兴邦业举富民旗展万里雄图马跃春
时也逢春法也逢春万里中华革旧貌	民尤思治党尤思治千秋盛世展新姿
世纪坛前火树银花百年奥运圆美梦	黄浦江畔欢歌笑语五彩唐装竞风流
岁月峥嵘应知花甲易屈指珍惜少壮	江山锦绣乐与赤子同存心服务人民
桃红柳绿燕舞莺歌爆竹烟花迎盛世	海晏河清年丰人寿凯歌曼舞庆新春
天马行空足踏祥云背驮贺仪来华夏	春光送暖风传喜讯花献征途映帅旗
为官应有根凭德凭才莫凭弄虚作假	秉政当无弊拒谗拒贿勿拒激浊扬清
伟略宏图扶世安邦大地生辉皆特色	和风丽日沧桑正道神州昌盛尽新颜
五羊献穗六合同春此处仙人常驻足	八骏驰原九州共庆当前盛世自开心
五业并举八方奋进到底人民政府好	四处祝捷万马奔腾还是社会主义强
西去阳关玉局宏开辉煌事业辉煌路	南观楚地鸿图铺展锦绣人文锦绣天
行空浮游揭奥运金蛇狂舞欢歌盛世	入世驰骋踏环球万马奔腾独领风骚
雪照梅红经冬娇娇娇娆枝柯吐新蕊	花映柳绿迎春郁郁郁馥蓓蕾露暗香
依法治国从严治党创优环境求发展	照章办事按质办差改善作风显效能
运筹帷幄纬地经天奔腾喜托嘶风马	装点河山争分夺秒起舞欣闻报晓鸡
执法秉公公生正气气贯长虹昭日月	爱民送暖暖似春风风行大地秀河山
执法树尊严定教浪子回头贪官罢手	为民谋利益喜有清风扑面明月澄怀
中原重笔青史改革潮头定九霄龙腾	华夏迭出俊才开放阵前当万里鹏飞
走近黑板手臂一挥忠诚从指尖流出	向着未来心劳不辍希望在爱里繁荣
祖国在心金杯在手张张笑脸迎新岁	春光入眼瑞气入杯处处欢歌颂小康
奥运定佳期炎黄子孙庆圆梦北京你好	世贸开新局华夏儿女迎挑战祖国我来
长空五光十色除夕猴在山重享齐天乐	大地万紫千红迎春鸡报晓高唱东方红
大地早回春处处春光好莫把青春负了	龙年多造福人人福中过坐亨清福行吗
国事已变更冉冉春回问东君犹名皇否	天心早眷顾眈眈虎视嗟西虏其奈我何
金猴献礼家家顺利玉燕嬉春九州铺锦	喜鹊闹春事事吉祥金猴贺岁一国呈祥
净土法门三根普被大畅如来度生胸怀	弥陀弘誓九界全收唯依念佛得度生死
九界众生离求生净土上不能圆成佛道	十方诸佛舍念佛法门下不能普利群萌
酒绿灯红今夜连双岁愿世间岁岁如意	人勤春早明朝又一年祝天下年年称心
热血荐轩辕苦干兴邦莫使青丝空染雪	雄心齐岱岳笃行建业定教黄土早成金
上上下下男男女女老老少少都添一岁	家家户户说说笑笑欢欢喜喜均过新年
申奥冲杯入世骏马奔腾喜庆花开三度	改革开放搞活金蛇飞舞欢欣泽被九州
深信因果律今生命运来自前生所种因	切莫信鬼神欲转孬命唯有努力多修心
天堑寄豪情紧握钢枪肃立军威尽职守	桥头历风雨疏通车辆调频血脉护江城
兔去龙来四海喜金瓯共祝三通图一统	花明柳暗九州歌宝鼎同期两制乐千秋
维修保养慢工细活精益求精创新创效	技改创新能人巧匠爱岗敬业多劳多得
忆旧岁牛劲冲霄汉神鞭一指神州巨变	看今朝虎威壮中华众志成城经济腾飞
八秩铸丰碑河山披锦绣九州春色来天地	六中开盛景党政竞辉煌万里风光入画图
传情达意弘扬美好河山社会主义主旋律	泼墨挥毫歌颂崭新世纪中华民族时代风
国昌盛政通和民丰物阜巨龙腾飞惊寰宇	四海欢五湖笑九州同庆华夏江山成一统
立法司法執法國法嚴明恒衡互輔期長治	黨風政風民風家風正派敬淨相依可久安
丽日卷云帘待燕子南来好商量一年春事	惊雷开蛰宇看东风天降重装点万里河山
人生重品德品德塑人格人格造就人生路	智士出策谋策谋依智能智能育成智士才
无私无畏方可做好官做大官做大大好事	有情有义才能得人心做舵手传千古美名
无我无人无众生无寿者四无能令心常净	如露如电如梦幻如泡影行者应作如是观
心铭三代表献赤子丹心跟党齐奔开富路	力创两文明展青春活力与时俱进跃新阶
新中国如舸舰斩浪劈风启后承前三舵手	古神州似蛟龙腾空破雾开来继往一精神
玉兔走金鸟飞走走飞飞飞向春光明媚处	雄狮欢巨龙舞欢欢舞舞舞出华夏壮美丽
展青春风采做四有新人努力遵循三代表	跨世纪征程怀九天壮志齐心建设两文明
整队及书生忆六月青沙臣命轻于挥汗日	论功分战将愧一枝翠羽天恩重到举头时
著手成春多凭三代丰功百年史迹翻新叶	与时俱进满载九州生气万马蹄声起壮图
除旧更新兴邦五秩昌明际雨润红桃传喜讯	务真求稳创业千功显赫时风拂绿柳送佳音
大地沫春辉迎来蛇舞灵珠经济腾飞通世贸	星沙添异彩喜看鹰扬金榜人文蔚起动潇湘
驾飞船遨游宇宙举金杯和天地共饮辞岁酒	乘火箭漫步银河吹玉笛与日月同唱迎春歌
讲坛施雨露师爱拳拳超母爱遍地桃红李白	朱笔播春风心泉汩汩化甘泉满园桂馥兰芬
庆新年千村鸣炮万户撰联喜炮春联醒耳目	扬正气九野响雷兆民击鼓惊雷警鼓壮河山
人尽才地献宝百业争效益共同开拓新局面	风送暖鸟传情万类竞自由一起装扮好河山
日轮西去娑婆光阴有限百年寿命转眼即到	净主安养极乐寿命无穷只此一生即成佛道
入世国事家事大事喜事国家大事万事如意	民庆马年骑马迎马接马人欢马跃马到成功
生肖十二多富有迎马接羊它来我往世人里	岁月三千太匆忙争分夺秒箭去船归天地间
时雨一犁遍地禾苗争茁壮喜迎已卯千家富	春风几度满园桃李斗芳菲极目江山万木荣
巳岁不寻常欣瞻祖国繁荣处处管弦歌盛世	蛇年真雅化喜见城乡活跃家家诗酒贺新年
天接云涛地连芳草改革风潮遍及大江南北	情同骨肉根系炎黄团圆心愿波延海峡东西
笑则迎春喜则入世调整规章振兴华夏经济	法以治国德以为民保持廉洁弘扬公仆精神
因名法藏誓愿宏深所建极乐国净妙世无双	果号弥陀慈悲广大九品度众生威德无穷极
圆申奥好梦又嫌喜期太遥六年怎不一年过	展入世宏图而乐强国将近三步何能两步行
斗非典截长江驾飞船遨游似椽羊毫又写巨著	披铠甲擂战鼓乘东风腾跃如意金箍再辟新天
借东风劲军劲旅愈战愈勇先进设备誓拿国优	迎改制新局新企再接再历科学管理争创精品
梅红竹翠溢彩流霞装点锦绣河山迎接新世纪	政善人和强民富国创造辉煌业绩振兴大中华
如画江山如歌岁月如意人生富裕蓝图众手绘	同心改革同德振兴同谋发展小康硕果大家尝
三江呈瑞五岳献珍十亿炎黄兴改革春潮浩荡	四海朝阳六合庆典千秋华夏颂国策歌舞升平
申奥扬眉入世争雄足球圆梦喜事桩桩强国力	促农迈步航天斗艳科技兴邦丰碑座座快民心
桃花春水遍天涯寄语武陵人于今可改秦衣服	铁马金戈回地轴吟诗锦城客此后休嗟蜀道难
喜蛇岁三喜临九州入世贸办奥运进军世足赛	望马年众望盼一统强国力收台湾扬我国家威
喜蛇岁三喜临九州入世贸办奥运进军世足赛	望马年众望归一心强国力富人民扬我国家威
以法治国以德治国法德齐施九州有望臻长治	唯工安民唯农安民工农并举四海无忧庆久安
看世间苦海无边唯有放下一切信愿持名求往生	信佛法迷津有岸朝夕勤撑宝筏净心念佛到彼岸
龙人兴水利旱涝双防座座丰碑载德载功歌夏禹	文化下农村贫愚两治行行足迹送书送戏布春晖
内兴国运外振邦声天马任行空伟绩千秋昭日月	下察民情上谋政务风鹏思奋翮华龄八秩寿山河
南湖树帜纬地径天崛起大中华三代丰功标史册	北极导航承前启后腾飞新世纪千秋骏业步鹏程
