铁	煤
健儿呈英豪虎跃龙腾迈向新世纪	群星辉体苑心红志壮高擎五环旗
为公忙为私忙忙里偷闲吃碗茶去	求名苦求利苦苦中作乐拿壶酒来
佛时是西域经文宣圣悲啼弥勒笑	贞观系东京年号唐宗错愕汉皇惊
试问世间人有几个知道饭是米煮	请看座上佛亦不过认识田自心来
艰难抱一德始终志节梅川旧居士	开济数卅年勋业风裁苇布老书生
艾自修自修勿修白面书生背虎榜	张居正居正不正黑心宰相卧龙床
两口居山水之间妻太聪明夫太怪	四围皆青磷碧血人何寥落鬼何多
哭元勋不负深恩人梯巧架登攀路	读宏文定承遗志心血勤浇桃李林
胜地如画图是贤守遗区雄藩旧馆	灵山托文字有叔齐作记孟简题名
气备四时与天地日月鬼神合其德	教垂万世同尧舜禹汤文武作之师
三万轴书卷无存入室追思名宰相	九千丈云山不改凭栏细认古烟霞
四女同居吾夫子东西南北之人也	五行迭王尔土生春夏秋冬之季乎
北宋西蜀苏东坡中年南贬时笔迹	白纸黑墨拓黄州赤壁青石上梅花
悟禅关面壁功深道集九华红雪丽	成佛祖心台印妙风师百世白衣尊
南瞻嵩岳立地顶天依稀乾坤砥柱	东去大河争分夺秒实乃民族摇篮
今其国不非大夫若宋高宗且勿论	古之人责备贤者于张魏公又何诛
汉谟拉比统一两河颁布成文法典	伯利克里振兴雅典当选首席将军
避暑入名山自有松声竹影陪朝夕	放怀游胜地岂无逸兴豪情话古今
奥运会喜讯频传刷新纪录登宝座	冠军台金牌屡挂报效国家献丹心
西厢记盼西游记幻幻出一场磨难	红楼梦酣青楼梦圆圆成百世因缘
贮虞夏商周之典弟子奉而皆有道	蕴易传孝论诸经儿孙读来尽无违
整理鲁迅全集岂止妇女运动旗手	争夺闽中宝地实为畲民起义英雄
座上菩萨全是朽木污泥有何灵验	堂中信众不必烧香化纸空费精神
礼义廉耻是为四维当月无忝祖考	士农工商各执一业便非不肖子孙
弄假传真随地演来无非扬清激浊	移宫换羽自我听去都是教愚化贤
一国存两制山河归一统炎黄崛起	九天启三阳瑞气满九州华夏腾飞
临溪修建忠武祠遗后代祭祖厉志	傍山营造诸葛庙教来者瞻容思功
石牛庵旁石牛眠种得石田收几石	金鸡墩上金鸡宿衔来金弹值千金
戏中文文中戏看戏看文各得雅趣	音藏调调藏音听音听调皆有闲情
婆婆莫擦摩登红谨防特务打主意	公公要留络腮胡免得保长抓壮丁
撼天动地哥白尼志扬真理驱霾雾	披荆斩棘布鲁诺火焚身躯铸英魂
凭栏五月六月凉人在冰壶中饮酒	放眼千山万山晓客从图画里题诗
天官地官水官三官之录纲纪造化	上元中元下元一元之气古今流行
为名忙为利忙忙里偷闲吃杯茶去	劳力苦劳心苦苦中作乐拿碗洒来
南高峰北高峰南高峰高似北高峰	东大寺西大寺东大寺大如西大寺
过九秩以考终从古名医都登上寿	痛三号而未已伤吾老友更失诗人
灵之来兮从白舍人游配苏学士食	客何为者横杨济公笛披董静传书
先天下之忧而忧后天下之乐而乐	求实事之是者是离实事之非者非
神仙立功德三千旷代勋华重耆老	贵寿备箕畴九五名家忠爱有传人
奴隶社会三大起义首推斯巴达克	封建时代四次暴动最赞普加乔夫
云台雨台月台石台还加砌玉瑶台	花径草径竹径柏径又有流金松径
事祖事父祖事祖事父父事祖事父	有子有孙子有子有孙孙有子有孙
集合英才共向社会主义建设迈进	美好生活须从人民劳动创造出来
同心同德又同堂此日杏坛如现在	变鲁变齐今变楚当年车辙不曾回
四面烟波几疑蓬岛远来金山飞到	一龛香火剩有蜀僧胜迹宋跸遗踪
清夜读经声赖神力维持旱涝无患	真诚通帝座蒙甘霖沾足礼拜有功
惜先生大不得时在今日无须痛苦	忝后学也曾著论于苏文颇有微辞
倘他日蜡屐重来须记取山中松径	携一片红云归去莫错认世外桃源
广收门徒讲信修睦首创儒家学派	周游列国尚义崇仁推行政治主张
元宵不见月点几盏灯为山河添彩	惊蛰未闻雷击数声鼓代天地宣威
客到黄州或从夏口西来武昌东去	天生赤壁不过周郎一炬苏子两游
草庐三顾鼎足三分不朽当年三义	君臣一德兄弟一人无双后汉一人
佛脚清泉飘飘飘飘飘下两条玉带	源头活水冒冒冒冒冒出一串珍珠
古刹出层霄看岳色平分湘流环绕	名山留胜迹有少陵写句北海题碑
无我无人无众生寿者皆以无为法	如露如电如梦幻泡影都作如是现
帝命式于九围兹惟艰哉奈何弗敬	天心佑夫一德永言保之遹求厥宁
天寒水暖天暖水寒天之故水之故	夜长昼短夜短昼长夜之缘昼之缘
集龙城山珍野味制佳肴迎来仙客	得瑶池玉露琼浆酌美酿醉卧华楼
鹏起风中从北海徙南溟云程九万	乌生日里自东隅转西极世界三千
黄梅天看黄梅戏回塾方下雨巧矣	青阳县唱青阳腔出台便引人妙哉
孟献子用古礼居丧蔑也加人一等	夏少康自外家成立念之动我百忧
博学审问慎思明辨笃行修其天爵	君臣父子夫妇昆弟朋友教以人伦
卫社稷飞天虎将智勇不愧忠武后	固金汤驭国龙骧丹诚欲秉郭汾阳
开口便笑笑古笑今凡事付之一笑	大肚能容容天容地于己何所不容
不用假虔诚你那心眼中想得甚事	何须空祷告我岂口头上能骗之人
逍遥遂湖海遐踪分得清溪半篙水	独自倚阑干时候斜照江天一抹红
六合上士来访七岁奇童时维九月	四美嘉宾去看五陵才子序属三秋
凌珠峰仗剑倚天一扫百年屈辱史	望宝岛临风寄语常思万代手足情
衰盛无常吾人于热闹场中看惯了	贤愚同尽大伙自鱼龙队里混过来
官场如戏我如痴入座且听三叠曲	明月在天灯在市开樽共醉万家春
五乳青岚秀水滋润中华大乘圣地	三阙画像雕图活脱东汉小户人家
书忧时恤民之怀三吏三行三别曲	为茅屋破被所苦一琴一榻一草堂
一品玉液永铭幸福生活来之不易	双喜临门不忘创业路上奋斗艰辛
吃过饭换上衣走咱去看看南路旦	使点劲往前挤来你再瞧瞧哑嗓红
平生最喜说东坡日啖荔枝三百颗	天下几人学杜甫安得广厦千万间
偷半日余闲选北里歌声南朝乐府	传千秋佳话换忠良面目奸佞心肠
华夏子孙亲骨肉赏明月千杯恨少	炎黄儿女嫡昆仲迎国庆一醉方休
黑縻峰峰上栽枫风吹枫动峰不动	白沙路路边栖路露降鹭寒路亦寒
花香自有蜂蝶拥货全能揽八方客	春媚岂无莺燕语物美可招四海人
来来去去攘攘熙熙个个亲亲热热	取取存存方方便便人人喜喜欢欢
十字街头叫老爷老爷老爷老老爷	金銮殿上喊万岁万岁万岁万万岁
近接程朱继往开来振起两朝人物	远宗孔孟承先启后维持百代斯文
学阐群经越秦汉晋唐而始标真谛	道光千古汇周程张邵而重集大成
所居所乐易知易从别有传经绛帐	载色载笑允文允武何须问学玄亭
荆楚育英才看剑石除蛟东台集凤	江山留胜迹是梯云绕阁红拂含情
有能有热小小晶球点燃万家灯火	利国利民支支虹管放出满室光明
神仙洞洞内神仙视之不见求之应	月亮坡坡前月亮行也光华坐也明
淮左古名都记十里珠帘二分明月	园林今胜地看千竿寒翠四面烟岚
要作好人自古忠臣孝子都有善报	莫做坏事请看大奸巨恶怎样收场
修戈矛与子同仇共逐虞渊将日返	好河山纤儿撞怀方回地轴痛星沉
民国其危只此有数英雄又弱一个	人格争转若论大家崇拜持丧三年
宾朋入座看看听听确能心旷神怡	粉墨登场真真假假均为移风易俗
眉头春色十分浓乐府新翻出塞曲	门外淞江千里阔霸才谁唱大江东
沙千里杨万里戈壁舟行黄沙绿浪	海刚峰陈莲峰关山月伴碧海丹心
开口便笑笑古笑今凡事付之一笑	大肚能容容天容地与己何所不容
百鸟喧春白昼前总为青皇鸣乐府	群蛙闹夜黄昏后却因赤帝起更樵
全体是仁本之事亲从兄条条真切	践神唯圣达之参天两地步步平常
现前身外本来身在在皆吾吾在在	解脱梦中真个梦头头是道道头头
惟神正直聪明到这关休想混过去	任尔贫贱富贵登此堂皆作平等观
两峰屹立势西南以文公运同庚戌	一鉴倒涵天上下从泗水泐出源头
君臣父子昆弟朋友虞廷惇此五典	德行言语政事文学孔门列为四科
何处无明月清风半郭半村裴绿野	此地有茂林修竹宜诗宜画谢青山
终日解其颐笑世事纷纭曾无了局	经年袒乃腹看胸怀洒落却是上乘
大叩大鸣小叩小鸣普觉梦中之梦	一声一佛千声千佛遥闻天外之天
王耀武马励武叹英雄无用武之地	覃道善苏本善喜战犯有从善之时
到民国丗五年该盼来太平新世界	问彭祖八百岁可吃过这么贵东西
愿看者看愿听者听看听可以两便	说好就好说歹就歹好歹要唱三天
阡陌纵横田路路纵是路横也是路	颉颃一下燕双双上成双下亦成双
门前生意恰似夏夜蛟虫队进队出	柜里铜钱好像冬天虱子越捉越多
惟神在上在旁厥声赫赫厥灵濯濯	每岁时晹时雨我稷翼翼我黍与与
议职位议薪水议这议那争吵不息	会官长会姑娘会来会去打狗散场
芳草满郊看狗尾茸茸不及龙须好	奇花盈圃舌鸡冠灼灼争如凤嘴妍
北院喜新成有寒碧千层远青一点	东君如旧识正庭槐垂阴梁燕将雏
长征路上喜攻关万点勤劳成硕果	科学峰前敢历险千般辛苦育奇葩
片竹孤云窥色相悟来大道无多事	长溪皓月即禅心勘破机关总是空
教诸子快回头来大海茫茫终有岸	愿众生绝妄想处此心了了便超生
何必动口便云禅且自吃当家茶饭	须知剑□才有味说不出个里甜酸
逍遥作尘外闲观几度沧桑重说梦	次第复燹余元气满江霜月好寻诗
蒸饺水饺油煎饺各样皆合众人口	花茶绿茶龙井茶请君更上一层楼
夺秒争分须知创业艰难时不我待	同心协力莫道攀登非易事在人为
国家需桢干之才不徒词赋夸扬马	圣贤重道义之学幸际昌明启魏张
芟其芜行其涂似有天作地生之状	视其细知其大岂独山原林麓之观
销其所售供其所需莫忘两肩重任	持之以恒扶之以始发展多种经营
逢喜临怒见涵养群行群止见品格	大事难处看担当逆境逆时看襟怀
前贤筑室岂但木石与居鹿豕与游	后学入门要识宗庙之美百官之富
节烈自千秋想空阁青灯荒郊碧血	后先同一揆看浔阳皓月湓浦清流
此间无江上风波寄语丰干休饶舌	依旧是桥边霜月追怀张继再留题
嘉澍庆知时仰神赞天功灵嘘元气	大田歌既渥看泽周南海福庇东瀛
洪涛来万里恩波远抱崇墉浮瑞霭	元女注千年圣水潜滋万海护生灵
北院喜新成有寒碧千层远青一角	东君如识旧正庭槐垂荫梁燕将雏
有志人做有志事有志民族愈有志	文明者树文明风文明古国更文明
学辨危微唤醒迷复人心常存正气	功崇格致阐明幾希道脉远绍真传
黑糜峰峰上载枫风吹枫动峰不动	白沙路路边栖鹭露降鹭寒路亦寒
志于道据于德依于仁而后游于艺	修其身齐其家治其国必先正其心
十指巧生辉打扮千男万女英姿美	一心精裁剪饰装四面八方锦绣春
高阳台上酷相思为娘心念天仙子	满庭芳中诉衷情小女难得相见欢
匪神之灵匪机之微总是人心感召	为善必昌为恶必灭实由天理昭彰
拨妖雾而见青天重振大明新气象	扫蛮气以光祖国挽回汉室旧江山
足下起祥云到此处应带几分仙气	眼前无俗障坐定后宜生一片禅心
击鼓听三挝想老贼阿瞒曾经夺魄	误弦邀一顾怜小乔夫婿未免痴情
南来北往货物流通遂成东镇西市	春耕夏锄禾苗生长才有秋收冬藏
旧迹重新产生几辈英才来从劫后	古人长往犹有六朝山色青到窗前
自天地笃生此公上下系千古万世	为圣贤阐明吾道根本在三纲五常
溪涧合流在山时作琤琮流尝泽物	朱陆讲道后人妄分脉络道本同源
源头净鉴入天光活泼泼方塘半亩	践履熟舰乘春涨轻悠悠中流一毛
波澜从笔底翔飞好一吸凤淮之水	姓字待云间高占试仰看玉笋之峰
揆文教振文风山长勤能还凭邑宰	端士习伸士风地方责任半属师儒
才要真爱名要略爱总之己要自爱	天不可欺君不敢欺实于心不忍欺
名辈出枢垣本杜断房谋陶甄南国	鸿才领词坫有欧书韩句濡染东吴
海涵地负之才文章博辨议论雄伟	春温秋肃之政动用县解静专直方
执辔问津耦耕人那知道一腔悲悯	升堂入室知德者才洞彻片席渊源
法三台以开基为国储才广罗英俊	经百年而再造向离乖运大启文明
彩笔自凌云有万丈光芒上腾霄汉	高楼真得地看千秋人物并壮江山
此书不比那书买去翻翻勤观有益	我店非同他店进来看看留意是财
贤婿枉顾路途坎坷高一步低一步	泰山错看世态炎凉睁只眼闭只眼
问阿谁隐士自居能学太公一钓去	思今世古人若在当邀子产几回来
果然城市有山林除却故乡无此好	难得酒杯浇块磊酿成危局待谁支
赤面秉赤心骑赤兔追风赤帝功垂	青灯观青史使青龙偃月青史名标
公幻邯郸梦我游烟水亭谁真谁假	剑拍东林云鹤飞西江月亦佛亦仙
园虽得半身有余闲便觉天空地阔	事不求全心常知足自然气静神怡
三十年戎幕同胞六载别离成永诀	五千里云天在望一腔热血为招魂
忆王孙斜阳一抹孤燕还掠乌衣巷	酹江月秋色三分扁舟犹渡朱雀桥
历金山览银川觅铜陵铁岭怎无锡	从江城过河口达湖州泊镇难上海
甘当月姥愿天下有情人终成眷属	乐作人梯扶世间好学者平步青云
旧情怎忘仍思粤海饮茶渝州索句	风物日新当品京都作赋池水观鱼
欣携老伴登高风光里秋色依然艳	喜唤良朋结队谈笑中夕阳几度红
目光如炬窥世事沧桑阅人间冷暖	步履若风游三山胜景踏四海波涛
莫夸浩瀚细算时十亿君能分几许	且重点滴长思处三千我只取一瓢
八百里湖山正叠嶂横青回波转绿	数千年烟雨看春风留迹明月无痕
庆佳节盼父母健康长寿万事如意	祝新春愿儿女学业有成一帆风顺
礼炮声声天开万朵鲜花嫣红姹紫	彩灯盏盏街扮千般靓色美满和谐
借古喻今比子牙法宝有三持抗战	存真去伪评商纣问题分二看封神
梦想等平张鲁实现米道治头一统	追求共产农村建立人民公社大同
给科学增添油墨为神州画上色彩	替后羿搭射箭头会嫦娥演出风流
山舞银蛇原驰蜡象风景这边独好	胸怀红日气壮苍穹英雄还看今朝
以联观天下黑白分明楚国新闻眼	凭字断人间是非对仗夫人正气魂
